id,branch,train_mask,test_mask
9067,,False,True
9068,ECE,True,False
9069,ECE,True,False
9070,EEE,True,False
9071,ECE,True,False
9072,EEE,True,False
9073,,False,True
9074,EEE,True,False
9075,CSE,True,False
9076,ECE,True,False
9077,,False,True
9078,EEE,True,False
9079,EEE,True,False
9080,CSE,True,False
9081,ECE,True,False
9082,ECE,True,False
9083,EEE,True,False
9084,CSE,True,False
9085,ECE,True,False
9086,,False,True
9087,EEE,True,False
9088,CSE,True,False
9089,EEE,True,False
9090,,False,True
9091,ECE,True,False
9092,ECE,True,False
9093,EEE,True,False
9094,,False,True
9095,EEE,True,False
9096,EEE,True,False
9097,ECE,True,False
9098,,False,True
9099,ECE,True,False
9100,EEE,True,False
9101,ECE,True,False
9102,EEE,True,False
9103,ECE,True,False
9104,CSE,True,False
9105,ECE,True,False
9106,ECE,True,False
9107,,False,True
9108,ECE,True,False
9109,CSE,True,False
9110,ECE,True,False
9111,EEE,True,False
9112,EEE,True,False
9113,ECE,True,False
9114,,False,True
9115,ECE,True,False
9116,CSE,True,False
9117,ECE,True,False
9118,ECE,True,False
9119,ECE,True,False
9120,CSE,True,False
9121,EEE,True,False
9122,ECE,True,False
9123,,False,True
9124,ECE,True,False
9125,EEE,True,False
9126,EEE,True,False
9127,ECE,True,False
9128,ECE,True,False
9129,,False,True
9130,EEE,True,False
9131,EEE,True,False
9132,ECE,True,False
9133,ECE,True,False
9134,EEE,True,False
9135,,False,True
9136,EEE,True,False
9137,ECE,True,False
9138,ECE,True,False
9139,ECE,True,False
9140,,False,True
9141,ECE,True,False
9142,EEE,True,False
9143,,False,True
9144,EEE,True,False
9145,ECE,True,False
9146,ECE,True,False
9147,,False,True
9148,EEE,True,False
9149,ECE,True,False
9150,CSE,True,False
9151,ECE,True,False
9152,ECE,True,False
9153,ECE,True,False
9154,CSE,True,False
9155,,False,True
9156,,False,True
9157,ECE,True,False
9158,ECE,True,False
9159,EEE,True,False
9160,CSE,True,False
9161,CSE,True,False
9162,CSE,True,False
9163,,False,True
9164,CSE,True,False
9165,,False,True
9166,CSE,True,False
9167,,False,True
9168,EEE,True,False
9169,EEE,True,False
9170,ECE,True,False
9171,EEE,True,False
9172,EEE,True,False
9173,ECE,True,False
9174,EEE,True,False
9175,EEE,True,False
9176,ECE,True,False
9177,ECE,True,False
9178,,False,True
9179,ECE,True,False
9180,CSE,True,False
9181,ECE,True,False
9182,EEE,True,False
9183,,False,True
9184,,False,True
9185,CSE,True,False
9186,,False,True
9187,EEE,True,False
9188,EEE,True,False
9189,,False,True
9190,ECE,True,False
9191,ECE,True,False
9192,EEE,True,False
9193,EEE,True,False
9194,,False,True
9195,EEE,True,False
9196,ECE,True,False
9197,EEE,True,False
9198,EEE,True,False
9199,,False,True
9200,CSE,True,False
9201,EEE,True,False
9202,ECE,True,False
9203,EEE,True,False
9204,ECE,True,False
9205,,False,True
9206,CSE,True,False
9207,ECE,True,False
9208,,False,True
9209,CSE,True,False
9210,EEE,True,False
9211,ECE,True,False
9212,EEE,True,False
9213,ECE,True,False
9214,,False,True
9215,CSE,True,False
9216,ECE,True,False
9217,EEE,True,False
9218,CSE,True,False
9219,EEE,True,False
9220,EEE,True,False
9221,,False,True
9222,ECE,True,False
9223,EEE,True,False
9224,EEE,True,False
9225,ECE,True,False
9226,ECE,True,False
9227,,False,True
9228,ECE,True,False
9229,CSE,True,False
9230,,False,True
9231,EEE,True,False
9232,EEE,True,False
9233,,False,True
9234,EEE,True,False
9235,ECE,True,False
9236,EEE,True,False
9237,ECE,True,False
9238,EEE,True,False
9239,EEE,True,False
9240,ECE,True,False
9241,EEE,True,False
9242,,False,True
9243,EEE,True,False
9244,EEE,True,False
9245,ECE,True,False
9246,,False,True
9247,CSE,True,False
9248,CSE,True,False
9249,ECE,True,False
9250,,False,True
9251,,False,True
9252,ECE,True,False
9253,,False,True
9254,EEE,True,False
9255,CSE,True,False
9256,ECE,True,False
9257,,False,True
9258,EEE,True,False
9259,ECE,True,False
9260,ECE,True,False
9261,,False,True
9262,EEE,True,False
9263,,False,True
9264,EEE,True,False
9265,,False,True
9266,ECE,True,False
9267,,False,True
9268,EEE,True,False
9269,EEE,True,False
9270,CSE,True,False
9271,ECE,True,False
9272,,False,True
9273,,False,True
9274,EEE,True,False
9275,EEE,True,False
9276,EEE,True,False
9277,ECE,True,False
9278,CSE,True,False
9279,EEE,True,False
9280,CSE,True,False
9281,EEE,True,False
9282,CSE,True,False
9283,ECE,True,False
9284,CSE,True,False
9285,EEE,True,False
9286,CSE,True,False
9287,CSE,True,False
9288,CSE,True,False
9289,ECE,True,False
9290,EEE,True,False
9291,,False,True
9292,CSE,True,False
9293,,False,True
9294,,False,True
9295,EEE,True,False
9296,EEE,True,False
9297,ECE,True,False
9298,ECE,True,False
9299,CSE,True,False
9300,,False,True
9301,,False,True
9302,ECE,True,False
9303,EEE,True,False
9304,,False,True
9305,,False,True
9306,CSE,True,False
9307,ECE,True,False
9308,ECE,True,False
9309,ECE,True,False
9310,CSE,True,False
9311,,False,True
9312,ECE,True,False
9313,CSE,True,False
9314,CSE,True,False
9315,EEE,True,False
9316,CSE,True,False
9317,CSE,True,False
9318,,False,True
9319,CSE,True,False
9320,,False,True
9321,EEE,True,False
9322,ECE,True,False
9323,CSE,True,False
9324,EEE,True,False
9325,,False,True
9326,EEE,True,False
9327,CSE,True,False
9328,,False,True
9329,EEE,True,False
9330,ECE,True,False
9331,EEE,True,False
9332,EEE,True,False
9333,ECE,True,False
9334,ECE,True,False
9335,EEE,True,False
9336,CSE,True,False
9337,,False,True
9338,ECE,True,False
9339,CSE,True,False
9340,,False,True
9341,EEE,True,False
9342,EEE,True,False
9343,EEE,True,False
9344,EEE,True,False
9345,EEE,True,False
9346,ECE,True,False
9347,ECE,True,False
9348,,False,True
9349,CSE,True,False
9350,ECE,True,False
9351,ECE,True,False
9352,ECE,True,False
9353,,False,True
9354,ECE,True,False
9355,ECE,True,False
9356,EEE,True,False
9357,ECE,True,False
9358,,False,True
9359,EEE,True,False
9360,ECE,True,False
9361,,False,True
9362,EEE,True,False
9363,ECE,True,False
9364,ECE,True,False
9365,EEE,True,False
9366,,False,True
9367,EEE,True,False
9368,EEE,True,False
9369,CSE,True,False
9370,CSE,True,False
9371,CSE,True,False
9372,ECE,True,False
9373,,False,True
9374,EEE,True,False
9375,,False,True
9376,EEE,True,False
9377,ECE,True,False
9378,CSE,True,False
9379,EEE,True,False
9380,ECE,True,False
9381,EEE,True,False
9382,EEE,True,False
9383,CSE,True,False
9384,ECE,True,False
9385,EEE,True,False
9386,ECE,True,False
9387,,False,True
9388,EEE,True,False
9389,,False,True
9390,EEE,True,False
9391,EEE,True,False
9392,ECE,True,False
9393,CSE,True,False
9394,EEE,True,False
9395,CSE,True,False
9396,ECE,True,False
9397,ECE,True,False
9398,EEE,True,False
9399,,False,True
9400,EEE,True,False
9401,ECE,True,False
9402,EEE,True,False
9403,ECE,True,False
9404,ECE,True,False
9405,,False,True
9406,EEE,True,False
9407,EEE,True,False
9408,ECE,True,False
9409,EEE,True,False
9410,ECE,True,False
9411,CSE,True,False
9412,,False,True
9413,EEE,True,False
9414,EEE,True,False
9415,ECE,True,False
9416,EEE,True,False
9417,EEE,True,False
9418,ECE,True,False
9419,ECE,True,False
9420,EEE,True,False
9421,,False,True
9422,,False,True
9423,EEE,True,False
9424,EEE,True,False
9425,EEE,True,False
9426,EEE,True,False
9427,CSE,True,False
9428,ECE,True,False
9429,EEE,True,False
9430,ECE,True,False
9431,EEE,True,False
9432,CSE,True,False
9433,ECE,True,False
9434,,False,True
9435,ECE,True,False
9436,EEE,True,False
9437,EEE,True,False
9438,ECE,True,False
9439,EEE,True,False
9440,EEE,True,False
9441,EEE,True,False
9442,EEE,True,False
9443,EEE,True,False
9444,ECE,True,False
9445,,False,True
9446,CSE,True,False
9447,ECE,True,False
9448,CSE,True,False
9449,CSE,True,False
9450,,False,True
9451,EEE,True,False
9452,EEE,True,False
9453,EEE,True,False
9454,,False,True
9455,ECE,True,False
9456,,False,True
9457,ECE,True,False
9458,EEE,True,False
9459,CSE,True,False
9460,,False,True
9461,EEE,True,False
9462,EEE,True,False
9463,ECE,True,False
9464,EEE,True,False
9465,ECE,True,False
9466,CSE,True,False
9467,EEE,True,False
9468,,False,True
9469,ECE,True,False
9470,ECE,True,False
9471,,False,True
9472,ECE,True,False
9473,ECE,True,False
9474,EEE,True,False
9475,ECE,True,False
9476,EEE,True,False
9477,,False,True
9478,CSE,True,False
9479,,False,True
9480,ECE,True,False
9481,ECE,True,False
9482,,False,True
9483,EEE,True,False
9484,,False,True
9485,ECE,True,False
9486,CSE,True,False
9487,ECE,True,False
9488,EEE,True,False
9489,CSE,True,False
9490,,False,True
9491,EEE,True,False
9492,ECE,True,False
9493,ECE,True,False
9494,ECE,True,False
9495,ECE,True,False
9496,,False,True
9497,,False,True
9498,ECE,True,False
9499,EEE,True,False
9500,ECE,True,False
9501,EEE,True,False
9502,ECE,True,False
9503,,False,True
9504,,False,True
9505,EEE,True,False
9506,EEE,True,False
9507,ECE,True,False
9508,,False,True
9509,EEE,True,False
9510,EEE,True,False
9511,CSE,True,False
9512,EEE,True,False
9513,CSE,True,False
9514,EEE,True,False
9515,EEE,True,False
9516,,False,True
9517,CSE,True,False
9518,ECE,True,False
9519,EEE,True,False
9520,,False,True
9521,CSE,True,False
9522,EEE,True,False
9523,ECE,True,False
9524,ECE,True,False
9525,EEE,True,False
9526,ECE,True,False
9527,EEE,True,False
9528,EEE,True,False
9529,EEE,True,False
9530,EEE,True,False
9531,CSE,True,False
9532,EEE,True,False
9533,ECE,True,False
9534,EEE,True,False
9535,CSE,True,False
9536,EEE,True,False
9537,CSE,True,False
9538,EEE,True,False
9539,ECE,True,False
9540,,False,True
9541,EEE,True,False
9542,CSE,True,False
9543,CSE,True,False
9544,EEE,True,False
9545,EEE,True,False
9546,ECE,True,False
9547,CSE,True,False
9548,ECE,True,False
9549,CSE,True,False
9550,EEE,True,False
9551,EEE,True,False
9552,EEE,True,False
9553,,False,True
9554,,False,True
9555,CSE,True,False
9556,CSE,True,False
9557,EEE,True,False
9558,EEE,True,False
9559,EEE,True,False
9560,,False,True
9561,EEE,True,False
9562,ECE,True,False
9563,EEE,True,False
9564,EEE,True,False
9565,EEE,True,False
9566,,False,True
9567,EEE,True,False
9568,ECE,True,False
9569,,False,True
9570,EEE,True,False
9571,CSE,True,False
9572,,False,True
9573,CSE,True,False
9574,EEE,True,False
9575,EEE,True,False
9576,EEE,True,False
9577,CSE,True,False
9578,CSE,True,False
9579,CSE,True,False
9580,CSE,True,False
9581,ECE,True,False
9582,CSE,True,False
9583,EEE,True,False
9584,EEE,True,False
9585,ECE,True,False
9586,CSE,True,False
9587,EEE,True,False
9588,EEE,True,False
9589,CSE,True,False
9590,,False,True
9591,ECE,True,False
9592,EEE,True,False
9593,,False,True
9594,ECE,True,False
9595,EEE,True,False
9596,EEE,True,False
9597,ECE,True,False
9598,,False,True
9599,ECE,True,False
9600,ECE,True,False
9601,ECE,True,False
9602,EEE,True,False
9603,EEE,True,False
9604,ECE,True,False
9605,ECE,True,False
9606,,False,True
9607,CSE,True,False
9608,,False,True
9609,ECE,True,False
9610,ECE,True,False
9611,EEE,True,False
9612,EEE,True,False
9613,,False,True
9614,,False,True
9615,EEE,True,False
9616,EEE,True,False
9617,ECE,True,False
9618,EEE,True,False
9619,ECE,True,False
9620,ECE,True,False
9621,EEE,True,False
9622,ECE,True,False
9623,EEE,True,False
9624,EEE,True,False
9625,,False,True
9626,ECE,True,False
9627,,False,True
9628,ECE,True,False
9629,ECE,True,False
9630,EEE,True,False
9631,ECE,True,False
9632,EEE,True,False
9633,,False,True
9634,,False,True
9635,CSE,True,False
9636,,False,True
9637,ECE,True,False
9638,,False,True
9639,EEE,True,False
9640,ECE,True,False
9641,ECE,True,False
9642,,False,True
9643,ECE,True,False
9644,ECE,True,False
9645,CSE,True,False
9646,EEE,True,False
9647,CSE,True,False
9648,ECE,True,False
9649,,False,True
9650,CSE,True,False
9651,ECE,True,False
9652,,False,True
9653,,False,True
9654,CSE,True,False
9655,CSE,True,False
9656,EEE,True,False
9657,,False,True
9658,EEE,True,False
9659,EEE,True,False
9660,ECE,True,False
9661,CSE,True,False
9662,,False,True
9663,CSE,True,False
9664,EEE,True,False
9665,CSE,True,False
9666,ECE,True,False
9667,CSE,True,False
9668,EEE,True,False
9669,ECE,True,False
9670,CSE,True,False
9671,CSE,True,False
9672,EEE,True,False
9673,EEE,True,False
9674,EEE,True,False
9675,CSE,True,False
9676,ECE,True,False
9677,EEE,True,False
9678,ECE,True,False
9679,ECE,True,False
9680,EEE,True,False
9681,ECE,True,False
9682,CSE,True,False
9683,CSE,True,False
9684,CSE,True,False
9685,,False,True
9686,,False,True
9687,,False,True
9688,EEE,True,False
9689,ECE,True,False
9690,ECE,True,False
9691,CSE,True,False
9692,,False,True
9693,ECE,True,False
9694,CSE,True,False
9695,ECE,True,False
9696,EEE,True,False
9697,ECE,True,False
9698,ECE,True,False
9699,EEE,True,False
9700,CSE,True,False
9701,EEE,True,False
9702,,False,True
9703,EEE,True,False
9704,EEE,True,False
9705,EEE,True,False
9706,EEE,True,False
9707,EEE,True,False
9708,EEE,True,False
9709,EEE,True,False
9710,ECE,True,False
9711,ECE,True,False
9712,EEE,True,False
9713,ECE,True,False
9714,EEE,True,False
9715,CSE,True,False
9716,ECE,True,False
9717,EEE,True,False
9718,ECE,True,False
9719,CSE,True,False
9720,ECE,True,False
9721,ECE,True,False
9722,,False,True
9723,EEE,True,False
9724,CSE,True,False
9725,ECE,True,False
9726,ECE,True,False
9727,EEE,True,False
9728,CSE,True,False
9729,EEE,True,False
9730,EEE,True,False
9731,ECE,True,False
9732,ECE,True,False
9733,ECE,True,False
9734,EEE,True,False
9735,,False,True
9736,CSE,True,False
9737,EEE,True,False
9738,ECE,True,False
9739,,False,True
9740,,False,True
9741,ECE,True,False
9742,ECE,True,False
9743,,False,True
9744,EEE,True,False
9745,CSE,True,False
9746,CSE,True,False
9747,ECE,True,False
9748,ECE,True,False
9749,ECE,True,False
9750,,False,True
9751,EEE,True,False
9752,,False,True
9753,,False,True
9754,ECE,True,False
9755,ECE,True,False
9756,CSE,True,False
9757,,False,True
9758,,False,True
9759,EEE,True,False
9760,CSE,True,False
9761,ECE,True,False
9762,CSE,True,False
9763,EEE,True,False
9764,,False,True
9765,ECE,True,False
9766,,False,True
9767,ECE,True,False
9768,,False,True
9769,ECE,True,False
9770,CSE,True,False
9771,,False,True
9772,ECE,True,False
9773,CSE,True,False
9774,ECE,True,False
9775,CSE,True,False
9776,ECE,True,False
9777,EEE,True,False
9778,EEE,True,False
9779,ECE,True,False
9780,ECE,True,False
9781,,False,True
9782,,False,True
9783,EEE,True,False
9784,ECE,True,False
9785,CSE,True,False
9786,EEE,True,False
9787,EEE,True,False
9788,EEE,True,False
9789,,False,True
9790,CSE,True,False
9791,EEE,True,False
9792,EEE,True,False
9793,EEE,True,False
9794,ECE,True,False
9795,ECE,True,False
9796,CSE,True,False
9797,CSE,True,False
9798,EEE,True,False
9799,ECE,True,False
9800,EEE,True,False
9801,EEE,True,False
9802,ECE,True,False
9803,,False,True
9804,EEE,True,False
9805,EEE,True,False
9806,EEE,True,False
9807,,False,True
9808,ECE,True,False
9809,,False,True
9810,CSE,True,False
9811,EEE,True,False
9812,,False,True
9813,EEE,True,False
9814,EEE,True,False
9815,ECE,True,False
9816,CSE,True,False
9817,CSE,True,False
9818,ECE,True,False
9819,ECE,True,False
9820,,False,True
9821,CSE,True,False
9822,ECE,True,False
9823,EEE,True,False
9824,ECE,True,False
9825,,False,True
9826,,False,True
9827,ECE,True,False
9828,CSE,True,False
9829,,False,True
9830,EEE,True,False
9831,CSE,True,False
9832,CSE,True,False
9833,EEE,True,False
9834,EEE,True,False
9835,,False,True
9836,EEE,True,False
9837,EEE,True,False
9838,EEE,True,False
9839,EEE,True,False
9840,ECE,True,False
9841,ECE,True,False
9842,EEE,True,False
9843,CSE,True,False
9844,EEE,True,False
9845,EEE,True,False
9846,EEE,True,False
9847,EEE,True,False
9848,EEE,True,False
9849,CSE,True,False
9850,ECE,True,False
9851,ECE,True,False
9852,ECE,True,False
9853,ECE,True,False
9854,EEE,True,False
9855,ECE,True,False
9856,,False,True
9857,EEE,True,False
9858,CSE,True,False
9859,EEE,True,False
9860,ECE,True,False
9861,,False,True
9862,CSE,True,False
9863,,False,True
9864,EEE,True,False
9865,EEE,True,False
9866,,False,True
9867,EEE,True,False
9868,,False,True
9869,EEE,True,False
9870,CSE,True,False
9871,CSE,True,False
9872,,False,True
9873,EEE,True,False
9874,CSE,True,False
9875,ECE,True,False
9876,ECE,True,False
9877,CSE,True,False
9878,EEE,True,False
9879,ECE,True,False
9880,EEE,True,False
9881,EEE,True,False
9882,ECE,True,False
9883,CSE,True,False
9884,ECE,True,False
9885,,False,True
9886,CSE,True,False
9887,EEE,True,False
9888,ECE,True,False
9889,,False,True
9890,ECE,True,False
9891,ECE,True,False
9892,,False,True
9893,,False,True
9894,CSE,True,False
9895,EEE,True,False
9896,ECE,True,False
9897,ECE,True,False
9898,ECE,True,False
9899,ECE,True,False
9900,CSE,True,False
9901,EEE,True,False
9902,,False,True
9903,,False,True
9904,,False,True
9905,CSE,True,False
9906,EEE,True,False
9907,,False,True
9908,ECE,True,False
9909,EEE,True,False
9910,EEE,True,False
9911,ECE,True,False
9912,,False,True
9913,ECE,True,False
9914,ECE,True,False
9915,ECE,True,False
9916,EEE,True,False
9917,CSE,True,False
9918,ECE,True,False
9919,EEE,True,False
9920,CSE,True,False
9921,ECE,True,False
9922,EEE,True,False
9923,CSE,True,False
9924,ECE,True,False
9925,CSE,True,False
9926,CSE,True,False
9927,EEE,True,False
9928,,False,True
9929,,False,True
9930,ECE,True,False
9931,ECE,True,False
9932,CSE,True,False
9933,EEE,True,False
9934,EEE,True,False
9935,EEE,True,False
9936,EEE,True,False
9937,ECE,True,False
9938,,False,True
9939,EEE,True,False
9940,EEE,True,False
9941,CSE,True,False
9942,EEE,True,False
9943,ECE,True,False
9944,CSE,True,False
9945,EEE,True,False
9946,ECE,True,False
9947,,False,True
9948,EEE,True,False
9949,ECE,True,False
9950,CSE,True,False
9951,CSE,True,False
9952,,False,True
9953,,False,True
9954,EEE,True,False
9955,ECE,True,False
9956,CSE,True,False
9957,ECE,True,False
9958,,False,True
9959,EEE,True,False
9960,,False,True
9961,,False,True
9962,ECE,True,False
9963,EEE,True,False
9964,EEE,True,False
9965,ECE,True,False
9966,,False,True
9967,EEE,True,False
9968,EEE,True,False
9969,EEE,True,False
9970,EEE,True,False
9971,ECE,True,False
9972,ECE,True,False
9973,ECE,True,False
9974,EEE,True,False
9975,ECE,True,False
9976,CSE,True,False
9977,ECE,True,False
9978,ECE,True,False
9979,ECE,True,False
9980,,False,True
9981,EEE,True,False
9982,EEE,True,False
9983,ECE,True,False
9984,EEE,True,False
9985,,False,True
9986,EEE,True,False
9987,CSE,True,False
9988,CSE,True,False
9989,EEE,True,False
9990,EEE,True,False
9991,,False,True
9992,ECE,True,False
9993,ECE,True,False
9994,CSE,True,False
9995,ECE,True,False
9996,EEE,True,False
9997,EEE,True,False
9998,,False,True
9999,ECE,True,False
10000,,False,True
10001,EEE,True,False
10002,EEE,True,False
10003,EEE,True,False
10004,,False,True
10005,ECE,True,False
10006,,False,True
10007,CSE,True,False
10008,,False,True
10009,ECE,True,False
10010,ECE,True,False
10011,ECE,True,False
10012,ECE,True,False
10013,CSE,True,False
10014,ECE,True,False
10015,ECE,True,False
10016,EEE,True,False
10017,,False,True
10018,EEE,True,False
10019,,False,True
10020,EEE,True,False
10021,,False,True
10022,,False,True
10023,,False,True
10024,,False,True
10025,,False,True
10026,,False,True
10027,ECE,True,False
10028,ECE,True,False
10029,CSE,True,False
10030,ECE,True,False
10031,,False,True
10032,,False,True
10033,ECE,True,False
10034,ECE,True,False
10035,ECE,True,False
10036,EEE,True,False
10037,ECE,True,False
10038,,False,True
10039,,False,True
10040,ECE,True,False
10041,EEE,True,False
10042,CSE,True,False
10043,ECE,True,False
10044,CSE,True,False
10045,CSE,True,False
10046,,False,True
10047,,False,True
10048,CSE,True,False
10049,CSE,True,False
10050,,False,True
10051,,False,True
10052,ECE,True,False
10053,CSE,True,False
10054,EEE,True,False
10055,ECE,True,False
10056,ECE,True,False
10057,EEE,True,False
10058,,False,True
10059,,False,True
10060,CSE,True,False
10061,CSE,True,False
10062,,False,True
10063,CSE,True,False
10064,EEE,True,False
10065,EEE,True,False
10066,EEE,True,False
10067,,False,True
10068,EEE,True,False
10069,ECE,True,False
10070,EEE,True,False
10071,,False,True
10072,,False,True
10073,EEE,True,False
10074,CSE,True,False
10075,EEE,True,False
10076,,False,True
10077,ECE,True,False
10078,EEE,True,False
10079,CSE,True,False
10080,ECE,True,False
10081,ECE,True,False
10082,CSE,True,False
10083,EEE,True,False
10084,CSE,True,False
10085,EEE,True,False
10086,EEE,True,False
10087,ECE,True,False
10088,ECE,True,False
10089,EEE,True,False
10090,EEE,True,False
10091,EEE,True,False
10092,EEE,True,False
10093,,False,True
10094,EEE,True,False
10095,EEE,True,False
10096,ECE,True,False
10097,ECE,True,False
10098,EEE,True,False
10099,,False,True
10100,,False,True
10101,CSE,True,False
10102,ECE,True,False
10103,EEE,True,False
10104,EEE,True,False
10105,CSE,True,False
10106,ECE,True,False
10107,ECE,True,False
10108,EEE,True,False
10109,EEE,True,False
10110,ECE,True,False
10111,ECE,True,False
10112,ECE,True,False
10113,CSE,True,False
10114,ECE,True,False
10115,ECE,True,False
10116,ECE,True,False
10117,ECE,True,False
10118,CSE,True,False
10119,EEE,True,False
10120,EEE,True,False
10121,,False,True
10122,ECE,True,False
10123,,False,True
10124,EEE,True,False
10125,CSE,True,False
10126,EEE,True,False
10127,CSE,True,False
10128,,False,True
10129,ECE,True,False
10130,,False,True
10131,ECE,True,False
10132,CSE,True,False
10133,EEE,True,False
10134,EEE,True,False
10135,ECE,True,False
10136,ECE,True,False
10137,CSE,True,False
10138,ECE,True,False
10139,,False,True
10140,,False,True
10141,CSE,True,False
10142,CSE,True,False
10143,CSE,True,False
10144,,False,True
10145,EEE,True,False
10146,EEE,True,False
10147,CSE,True,False
10148,,False,True
10149,CSE,True,False
10150,,False,True
10151,EEE,True,False
10152,EEE,True,False
10153,EEE,True,False
10154,CSE,True,False
10155,,False,True
10156,EEE,True,False
10157,CSE,True,False
10158,,False,True
10159,,False,True
10160,EEE,True,False
10161,EEE,True,False
10162,,False,True
10163,CSE,True,False
10164,,False,True
10165,ECE,True,False
10166,CSE,True,False
10167,EEE,True,False
10168,,False,True
10169,,False,True
10170,EEE,True,False
10171,ECE,True,False
10172,CSE,True,False
10173,CSE,True,False
10174,,False,True
10175,EEE,True,False
10176,ECE,True,False
10177,ECE,True,False
10178,ECE,True,False
10179,ECE,True,False
10180,EEE,True,False
10181,,False,True
10182,,False,True
10183,ECE,True,False
10184,ECE,True,False
10185,CSE,True,False
10186,ECE,True,False
10187,EEE,True,False
10188,EEE,True,False
10189,CSE,True,False
10190,CSE,True,False
10191,EEE,True,False
10192,EEE,True,False
10193,ECE,True,False
10194,EEE,True,False
10195,,False,True
10196,EEE,True,False
10197,ECE,True,False
10198,EEE,True,False
10199,,False,True
10200,ECE,True,False
10201,ECE,True,False
10202,EEE,True,False
10203,ECE,True,False
10204,ECE,True,False
10205,ECE,True,False
10206,EEE,True,False
10207,ECE,True,False
10208,ECE,True,False
10209,EEE,True,False
10210,ECE,True,False
10211,,False,True
10212,,False,True
10213,ECE,True,False
10214,CSE,True,False
10215,,False,True
10216,EEE,True,False
10217,EEE,True,False
10218,EEE,True,False
10219,EEE,True,False
10220,ECE,True,False
10221,EEE,True,False
10222,EEE,True,False
10223,CSE,True,False
10224,ECE,True,False
10225,EEE,True,False
10226,,False,True
10227,ECE,True,False
10228,ECE,True,False
10229,,False,True
10230,,False,True
10231,ECE,True,False
10232,,False,True
10233,ECE,True,False
10234,,False,True
10235,,False,True
10236,,False,True
10237,ECE,True,False
10238,EEE,True,False
10239,EEE,True,False
10240,CSE,True,False
10241,EEE,True,False
10242,EEE,True,False
10243,,False,True
10244,EEE,True,False
10245,ECE,True,False
10246,EEE,True,False
10247,CSE,True,False
10248,,False,True
10249,EEE,True,False
10250,EEE,True,False
10251,CSE,True,False
10252,EEE,True,False
10253,EEE,True,False
10254,,False,True
10255,,False,True
10256,EEE,True,False
10257,EEE,True,False
10258,ECE,True,False
10259,ECE,True,False
10260,,False,True
10261,CSE,True,False
10262,ECE,True,False
10263,EEE,True,False
10264,ECE,True,False
10265,EEE,True,False
10266,,False,True
10267,ECE,True,False
10268,ECE,True,False
10269,EEE,True,False
10270,EEE,True,False
10271,,False,True
10272,EEE,True,False
10273,EEE,True,False
10274,,False,True
10275,EEE,True,False
10276,ECE,True,False
10277,,False,True
10278,ECE,True,False
10279,,False,True
10280,EEE,True,False
10281,,False,True
10282,ECE,True,False
10283,,False,True
10284,ECE,True,False
10285,EEE,True,False
10286,EEE,True,False
10287,,False,True
10288,,False,True
10289,ECE,True,False
10290,EEE,True,False
10291,ECE,True,False
10292,EEE,True,False
10293,EEE,True,False
10294,EEE,True,False
10295,CSE,True,False
10296,ECE,True,False
10297,ECE,True,False
10298,,False,True
10299,EEE,True,False
10300,ECE,True,False
10301,ECE,True,False
10302,EEE,True,False
10303,CSE,True,False
10304,ECE,True,False
10305,ECE,True,False
10306,EEE,True,False
10307,CSE,True,False
10308,EEE,True,False
10309,ECE,True,False
10310,CSE,True,False
10311,CSE,True,False
10312,ECE,True,False
10313,,False,True
10314,ECE,True,False
10315,EEE,True,False
10316,EEE,True,False
10317,ECE,True,False
10318,,False,True
10319,EEE,True,False
10320,CSE,True,False
10321,ECE,True,False
10322,ECE,True,False
10323,ECE,True,False
10324,EEE,True,False
10325,EEE,True,False
10326,ECE,True,False
10327,CSE,True,False
10328,ECE,True,False
10329,EEE,True,False
10330,EEE,True,False
10331,CSE,True,False
10332,EEE,True,False
10333,ECE,True,False
10334,ECE,True,False
10335,ECE,True,False
10336,EEE,True,False
10337,EEE,True,False
10338,EEE,True,False
10339,EEE,True,False
10340,,False,True
10341,,False,True
10342,ECE,True,False
10343,,False,True
10344,CSE,True,False
10345,,False,True
10346,EEE,True,False
10347,CSE,True,False
10348,CSE,True,False
10349,ECE,True,False
10350,,False,True
10351,CSE,True,False
10352,ECE,True,False
10353,EEE,True,False
10354,,False,True
10355,EEE,True,False
10356,EEE,True,False
10357,ECE,True,False
10358,CSE,True,False
10359,EEE,True,False
10360,,False,True
10361,ECE,True,False
10362,,False,True
10363,EEE,True,False
10364,,False,True
10365,,False,True
10366,EEE,True,False
10367,EEE,True,False
10368,CSE,True,False
10369,EEE,True,False
10370,,False,True
10371,,False,True
10372,EEE,True,False
10373,EEE,True,False
10374,ECE,True,False
10375,EEE,True,False
10376,,False,True
10377,,False,True
10378,,False,True
10379,EEE,True,False
10380,ECE,True,False
10381,EEE,True,False
10382,CSE,True,False
10383,EEE,True,False
10384,CSE,True,False
10385,EEE,True,False
10386,,False,True
10387,EEE,True,False
10388,CSE,True,False
10389,CSE,True,False
10390,ECE,True,False
10391,CSE,True,False
10392,ECE,True,False
10393,EEE,True,False
10394,ECE,True,False
10395,,False,True
10396,,False,True
10397,EEE,True,False
10398,,False,True
10399,ECE,True,False
10400,,False,True
10401,ECE,True,False
10402,ECE,True,False
10403,ECE,True,False
10404,,False,True
10405,EEE,True,False
10406,,False,True
10407,EEE,True,False
10408,ECE,True,False
10409,CSE,True,False
10410,ECE,True,False
10411,CSE,True,False
10412,EEE,True,False
10413,EEE,True,False
